Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,locations,latitude,city,longitude,date,Təmir,İpoteka
Köhnə tikili,4 / 6,120 m²,3,var,454000,"Şəlalə parkı ,Prezident parkı ,Qubernator parkı ,Dağüstü parkı ,Dövlət İdarəçilik Akademiyası ,İçəri Şəhər m.,Səbail r.",40.3863784022024,Bakı,49.84768509864811,07 Mart 2023 ,,
Yeni tikili,9 / 19,108 m²,2,yoxdur,148000,Xətai r.,40.40152503521376,Bakı,49.86131862059725,05 Fevral 2023 ,,
Köhnə tikili,4 / 5,70 m²,3,var,107499,"Memar Əcəmi m.,Nəsimi r.",40.39352858614141,Bakı,49.8204231262207,15 Fevral 2023 ,,
Yeni tikili,7 / 13,140 m²,4,var,319999,"Tibb Universiteti ,Nəsimi r.",40.39352858614141,Bakı,49.8204231262207,11 Yanvar 2023 ,,
Yeni tikili,11 / 16,118 m²,3,yoxdur,420000,"Hüseyn Cavid parkı ,Elmlər Akademiyası m.,İncəsənət və Mədəniyyət Un. ,Nizami m.,Yasamal r.",40.38264366149726,Bakı,49.87209320068359,Dünən 14:55 ,,
Köhnə tikili,6 / 9,82 m²,3,var,185000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40045263429023,Bakı,49.86704658944085,09 Fevral 2023 ,,
Yeni tikili,11 / 19,68 m²,1,yoxdur,136000,"Tibb Universiteti ,Nəsimi r.",40.38321447491986,Bakı,49.87406198881672,23 Fevral 2023 ,,
Köhnə tikili,1 / 9,100 m²,4,var,200000,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42527440160644,Bakı,49.85134363174438,21 Mart 2023 ,,
Yeni tikili,5 / 17,90 m²,3,var,210000,"Koala parkı ,Dostluq kinoteatrı ,Nəsimi bazarı ,Park Zorge ,Nəsimi r.",40.39146941100014,Bakı,49.84119415283203,15 Mart 2023 ,var,var
Yeni tikili,3 / 16,60 m²,2,yoxdur,127000,"Xətai r.,Əhmədli q.",40.37538458314969,Bakı,49.95308030687742,10 Fevral 2023 ,,
Yeni tikili,11 / 16,68 m²,2,yoxdur,143000,"Tibb Universiteti ,ASAN Xidmət №1 ,8 Noyabr m.,Nəsimi r.",40.38930339224178,Bakı,49.85948536585312,10 Fevral 2023 ,,
Yeni tikili,5 / 18,70 m²,2,var,157000,"Səbail r.,Badamdar q.",40.33835728170641,Bakı,49.80749128766418,25 Yanvar 2023 ,,
Yeni tikili,10 / 19,78 m²,3,var,150000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39315019626541,Bakı,49.7957820079918,11 Fevral 2023 ,var,var
Yeni tikili,14 / 20,70 m²,3,var,175000,"İzmir parkı ,M.Hüseynzadə parkı ,İdman kompleksi ,Sevil Qazıyeva parkı ,Yasamal r.",40.37024250177031,Bakı,49.97394200996779,15 Fevral 2023 ,var,var
Köhnə tikili,4 / 5,50 m²,2,var,101000,"Yasamal bazarı ,ASAN Xidmət №3 ,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.38266320611152,Bakı,49.80679550973488,11 Fevral 2023 ,,
Yeni tikili,16 / 17,120 m²,3,var,255000,"Sirk ,Zabitlər parkı ,Azərbaycan Dillər Universiteti ,Bakı Slavyan Universiteti ,Nizami m.,28 May m.,Nəsimi r.",40.3769019868296,Bakı,49.84521518028816,06 Mart 2023 ,,
Yeni tikili,5 / 18,200 m²,5,var,325000,"Tibb Universiteti ,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,12 Yanvar 2023 ,var,var
Yeni tikili,11 / 16,95 m²,3,yoxdur,155000,"İnşaatçılar m.,Yasamal r.",40.37024250177031,Bakı,49.97394200996779,24 Fevral 2023 ,,
Yeni tikili,6 / 17,80 m²,2,var,170000,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.",40.38162448577313,Bakı,49.87622510244449,08 Fevral 2023 ,,
Yeni tikili,7 / 18,118 m²,3,var,359000,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.,Ağ şəhər q.",40.37849802028471,Bakı,49.87448841333393,22 Mart 2023 ,,
Yeni tikili,8 / 18,105 m²,3,var,235000,"Bakı Slavyan Universiteti ,28 May m.,Neft Akademiyası ,Azərbaycan Dillər Universiteti ,Nəsimi r.",40.38873191798482,Bakı,49.95395421981815,13 Fevral 2023 ,,
Yeni tikili,8 / 14,125 m²,3,var,214500,"Əhmədli m.,Xalqlar Dostluğu m.,Xətai r.",40.39352858614141,Bakı,49.8204231262207,18 Yanvar 2023 ,,
Köhnə tikili,8 / 9,85 m²,3,var,112999,"Həzi Aslanov m.,Xətai r.",40.39352858614141,Bakı,49.8204231262207,13 Fevral 2023 ,,
Köhnə tikili,7 / 9,70 m²,2,var,104900,"Xətai r.,Həzi Aslanov q.",40.39352858614141,Bakı,49.8204231262207,15 Fevral 2023 ,var,var
Yeni tikili,11 / 17,95 m²,3,var,245000,Nərimanov r.,40.40554735588255,Bakı,49.87506508827209,15 Fevral 2023 ,,
Yeni tikili,4 / 16,155 m²,4,,109500,"Qaradağ r.,Lökbatan q.",40.42003133853511,Bakı,49.83897799691121,22 Mart 2023 ,,
Köhnə tikili,4 / 5,43 m²,2,,103000,Yasamal r.,40.37533198376934,Bakı,49.81793688867354,21 Yanvar 2023 ,,
Köhnə tikili,3 / 9,58 m²,2,,88000,Yasamal r.,40.40328327684168,Bakı,49.85078707337379,16 Fevral 2023 ,,
Yeni tikili,6 / 16,90 m²,3,var,143000,Xətai r.,40.37613086332457,Bakı,49.91559462210881,16 Fevral 2023 ,,
Yeni tikili,3 / 5,80 m²,3,,78000,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,17 Fevral 2023 ,,
Yeni tikili,3 / 12,60 m²,2,var,82000,Xırdalan,40.45320025237507,Xırdalan,49.73458748644801,21 Yanvar 2023 ,,
Köhnə tikili,2 / 5,65 m²,2,,105000,Nəsimi r.,40.40849866866917,Bakı,49.8250874043085,17 Fevral 2023 ,,
Yeni tikili,13 / 17,140 m²,4,var,227000,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.40827054918257,Bakı,49.94906993957222,04 Fevral 2023 ,var,var
Yeni tikili,3 / 17,180 m²,4,var,415000,"Hüseyn Cavid parkı ,Texniki Universiteti ,Sovetski ,Elmlər Akademiyası m.,Yasamal r.",40.40210780478213,Bakı,49.85758781433109,16 Mart 2023 ,var,var
Köhnə tikili,3 / 10,60 m²,2,var,220000,"Səməd Vurğun parkı ,Port Baku ,Azadlıq meydanı ,28 May m.,Səbail r.",40.40687051020995,Bakı,49.81628229163361,26 Yanvar 2023 ,,
Yeni tikili,1 / 4,41 m²,2,var,34000,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,21 Mart 2023 ,,
Yeni tikili,9 / 27,98 m²,3,var,280000,"8 Noyabr m.,Yasamal r.,Yasamal q.",40.39596356120177,Bakı,49.81557369232178,27 Yanvar 2023 ,,
Yeni tikili,4 / 17,201 m²,4,var,680000,"Səməd Vurğun parkı ,28 May m.,Neft Akademiyası ,Sahil m.,Nəsimi r.",40.38264366149726,Bakı,49.87209320068359,21 Fevral 2023 ,var,var
Yeni tikili,12 / 18,90 m²,2,var,170000,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.41130678064476,Bakı,49.94813919067383,21 Fevral 2023 ,,
Yeni tikili,6 / 14,68 m²,2,yoxdur,188000,"Nəsimi bazarı ,Koala parkı ,Nəsimi r.",40.37620916175648,Bakı,49.81580107043555,22 Fevral 2023 ,,
Yeni tikili,12 / 17,140 m²,3,var,245000,"Qara Qarayev m.,Koroğlu m.,Nizami r.",40.41932422288878,Bakı,49.92522239685059,11 Mart 2023 ,,
Yeni tikili,16 / 17,58.4 m²,2,yoxdur,119000,"Xətai r.,Həzi Aslanov q.",40.3706289775018,Bakı,49.94195938110352,20 Fevral 2023 ,,
Yeni tikili,5 / 16,90 m²,2,yoxdur,230000,"Elmlər Akademiyası m.,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.37024250177031,Bakı,49.97394200996779,24 Yanvar 2023 ,,
Yeni tikili,6 / 7,144.7 m²,3,var,305000,"Ağ şəhər ,Xətai r.,Ağ şəhər q.",40.38451795372566,Bakı,49.88287618494944,08 Fevral 2023 ,,
Yeni tikili,10 / 18,166 m²,3,var,310000,"Elmlər Akademiyası m.,Hüseyn Cavid parkı ,Yasamal r.",40.37527925267428,Bakı,49.81583870935509,23 Fevral 2023 ,,
Yeni tikili,17 / 19,83 m²,2,yoxdur,132300,"ASAN Xidmət №2 ,Ağ şəhər ,Şah İsmayıl Xətai m.,Xətai r.",40.37024250177031,Bakı,49.97394200996779,30 Yanvar 2023 ,,
Yeni tikili,4 / 16,204 m²,4,yoxdur,264000,"Azadlıq Prospekti m.,Nəsimi m.,Binəqədi r.",40.37660389427779,Bakı,49.8131650686264,25 Fevral 2023 ,,
Yeni tikili,18 / 22,139 m²,3,yoxdur,198000,"Zərifə Əliyeva adına park ,Nəsimi m.,Memar Əcəmi m.,Binəqədi r.,6-cı mikrorayon q.",40.37660389427779,Bakı,49.8131650686264,25 Fevral 2023 ,,
Yeni tikili,13 / 16,106 m²,3,var,174000,"Azadlıq Prospekti m.,Binəqədi r.,M.Ə.Rəsulzadə q.",40.4339581,Bakı,49.83662379999998,25 Fevral 2023 ,var,var
Yeni tikili,18 / 20,142 m²,4,var,208000,"Yasamal r.,Yeni Yasamal q.",40.39050562850388,Bakı,49.78779022216796,27 Yanvar 2023 ,var,var
Yeni tikili,13 / 15,160 m²,4,var,369000,"Nəsimi bazarı ,Park Zorge ,Tibb Universiteti ,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,18 Mart 2023 ,var,var
Yeni tikili,12 / 19,72 m²,2,var,117000,Nizami r.,40.36942330420567,Bakı,49.82101321220402,21 Mart 2023 ,,
Yeni tikili,17 / 17,109.4 m²,3,var,154500,"Neftçilər m.,Nizami r.",40.41913797142315,Bakı,49.92514979797704,27 Fevral 2023 ,var,var
Yeni tikili,12 / 15,53 m²,2,yoxdur,114500,"Qara Qarayev m.,Nizami r.",40.37024250177031,Bakı,49.97394200996779,14 Fevral 2023 ,,
Köhnə tikili,2 / 10,90 m²,3,var,270000,"Pedaqoji Universiteti ,Sahil bağı ,Malokan bağı ,Sahil m.,Azadlıq meydanı ,28 May m.,Yasamal r.",40.39989258617802,Bakı,49.83979431395813,10 Fevral 2023 ,,
Yeni tikili,15 / 18,112 m²,3,var,222000,"Nəriman Nərimanov m.,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,01 Mart 2023 ,,
Köhnə tikili,3 / 5,36 m²,1,var,89000,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.,Yeni Yasamal q.",40.42501388353632,Bakı,49.91049531402914,01 Mart 2023 ,,
Yeni tikili,10 / 16,40 m²,1,var,105000,"Bakı Slavyan Universiteti ,28 May m.,Neft Akademiyası ,Azərbaycan Dillər Universiteti ,Nəsimi r.",40.38873191798482,Bakı,49.95395421981815,01 Mart 2023 ,,
Yeni tikili,5 / 16,125 m²,3,var,230000,Binəqədi r.,40.40606433283491,Bakı,49.86231650326251,01 Mart 2023 ,,
Yeni tikili,11 / 16,118 m²,3,yoxdur,230000,"Qara Qarayev m.,Koroğlu m.,Nizami r.",40.39989258617802,Bakı,49.83979431395813,01 Mart 2023 ,,
Yeni tikili,10 / 18,50 m²,2,var,129500,"Memar Əcəmi m.,Nəsimi r.,2-ci mikrorayon q.",40.4157710168948,Bakı,49.81499865115581,02 Mart 2023 ,,
Köhnə tikili,4 / 4,40 m²,1,var,110000,"Sahil m.,Malokan bağı ,Sahil bağı ,Xalça Muzeyi ,Nizami kinoteatrı ,Pedaqoji Universiteti ,28 May m.,Səbail r.",40.40210780478213,Bakı,49.85758781433109,05 Mart 2023 ,,
Köhnə tikili,5 / 5,58 m²,3,var,87500,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.41438893513109,Bakı,49.8128158130822,05 Mart 2023 ,,
Yeni tikili,4 / 20,108 m²,3,yoxdur,235000,"Təhsil Nazirliyi ,Azərbaycan turizm institutu ,Gənclik m.,Nərimanov r.",40.37613086332457,Bakı,49.91559462210881,03 Fevral 2023 ,,
Yeni tikili,10 / 17,70.2 m²,3,,165000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40290847607685,Bakı,49.87054824829102,Dünən 23:27 ,,
Yeni tikili,9 / 16,64 m²,2,var,149000,"Şərq bazarı ,Nərimanov r.",40.38819777252503,Bakı,49.85737884273698,12 Mart 2023 ,,
Köhnə tikili,2 / 5,70 m²,2,var,120000,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.37935990747194,Bakı,49.80753699265142,06 Fevral 2023 ,,
Yeni tikili,4 / 16,56 m²,2,var,72000,Xırdalan,40.45510161960235,Xırdalan,49.73669479445106,09 Mart 2023 ,,
Yeni tikili,13 / 14,120 m²,3,var,185000,"Sabunçu r.,Bakıxanov q.",40.38855213843042,Bakı,49.87120270729065,09 Mart 2023 ,,
Köhnə tikili,2 / 6,97 m²,3,var,205000,"Bakı Musiqi Akademiyası ,Milli Konservatoriya ,Neft Akademiyası ,Nizami kinoteatrı ,28 May m.,Qış parkı ,Malokan bağı ,Sahil m.,Nəsimi r.",40.37785246979949,Bakı,49.84495829447273,09 Mart 2023 ,var,var
Köhnə tikili,2 / 9,60 m²,2,var,115000,"Əhmədli m.,Xətai r.,Əhmədli q.",40.38860793522917,Bakı,49.95784968518071,10 Mart 2023 ,,
Yeni tikili,8 / 9,62 m²,2,yoxdur,121000,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.3839039,Bakı,49.79972640000005,10 Mart 2023 ,,
Yeni tikili,4 / 17,151 m²,3,var,308000,"Nəsimi bazarı ,Nəsimi r.",40.39414959485713,Bakı,49.7993946075439,10 Mart 2023 ,,
Yeni tikili,6 / 6,92 m²,2,yoxdur,149000,"TQDK ,Gənclik m.,Nərimanov r.",40.40210780478213,Bakı,49.85758781433109,14 Mart 2023 ,,
Köhnə tikili,4 / 5,75 m²,3,var,170000,"Beşmərtəbə ,Nizami m.,Yasamal r.,Yasamal q.",40.38781667161964,Bakı,49.85220193862915,14 Mart 2023 ,,
Yeni tikili,10 / 12,105 m²,2,var,230000,"Mərkəzi Univermaq ,M.Ə.Sabir parkı ,İqsadiyyat Universiteti ,Axundov bağı ,İçəri Şəhər m.,Nizami m.,Yasamal r.",40.32414782190858,Bakı,49.8082760376262,11 Mart 2023 ,yoxdur,var
Yeni tikili,14 / 15,94 m²,3,var,168000,"Həzi Aslanov m.,Xətai r.",40.39489418492813,Bakı,49.86098617315296,13 Mart 2023 ,var,var
Yeni tikili,6 / 19,130 m²,4,var,281000,Xətai r.,40.39989258617802,Bakı,49.83979431395813,12 Mart 2023 ,var,var
Yeni tikili,18 / 27,179 m²,4,var,331150,"8 Noyabr m.,20 Yanvar m.,Yasamal r.",40.37998753828459,Bakı,49.85486268997196,13 Mart 2023 ,,
Yeni tikili,8 / 18,79 m²,2,yoxdur,130000,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.40272086844424,Bakı,49.85306114056155,13 Mart 2023 ,,
Yeni tikili,4 / 12,126 m²,3,var,208000,"8 Noyabr m.,20 Yanvar m.,Nəsimi r.",40.39721269901035,Bakı,49.8150472642803,19 Fevral 2023 ,,
Yeni tikili,4 / 17,170 m²,4,yoxdur,204000,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.36822884896801,Bakı,49.813362210989,14 Mart 2023 ,,
Yeni tikili,12 / 16,100 m²,3,var,200000,"Nəriman Nərimanov m.,Gənclik m.,Nərimanov r.",40.3651072257085,Bakı,49.81950849294662,14 Mart 2023 ,,
Yeni tikili,17 / 17,142 m²,3,yoxdur,137000,"Ukrayna dairəsi ,Əhmədli m.,Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.37970966088214,Bakı,49.95355725288391,14 Mart 2023 ,,
Yeni tikili,18 / 18,107 m²,4,yoxdur,105000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,14 Mart 2023 ,,
Köhnə tikili,7 / 9,100 m²,5,var,140000,Suraxanı r.,40.40152503521376,Bakı,49.86131862059725,14 Mart 2023 ,,
Yeni tikili,10 / 16,98 m²,2,yoxdur,110000,"Yasamal r.,Yeni Yasamal q.",40.39590466648884,Bakı,49.78797239333184,14 Mart 2023 ,,
Köhnə tikili,2 / 5,91 m²,3,var,147000,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42244994408038,Bakı,49.84200702380372,13 Fevral 2023 ,,
Yeni tikili,12 / 17,51 m²,3,yoxdur,123000,"Azadlıq Prospekti m.,Binəqədi r.",40.42559068088477,Bakı,49.84325992468117,08 Mart 2023 ,,
Yeni tikili,9 / 14,191 m²,4,var,264000,"Neftçilər m.,Qara Qarayev m.,Nizami r.,8-ci kilometr q.",,Bakı,,14 Mart 2023 ,var,var
Yeni tikili,4 / 16,95 m²,3,var,265000,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.39778564936721,Bakı,49.80834245681763,Dünən 20:00 ,var,var
Yeni tikili,12 / 17,130 m²,3,var,228000,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.38373468484185,Bakı,49.81024682521824,15 Mart 2023 ,,
Yeni tikili,13 / 15,125 m²,3,var,175000,"Sabunçu r.,Bakıxanov q.",40.39352858614141,Bakı,49.8204231262207,14 Mart 2023 ,,
Köhnə tikili,4 / 5,40 m²,2,,88000,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.40368462793528,Bakı,49.94055390357971,14 Mart 2023 ,,
Yeni tikili,4 / 9,54.8 m²,1,var,60500,Abşeron r.,40.48618300309195,Bakı,49.75782827928962,14 Mart 2023 ,,
Yeni tikili,9 / 14,63 m²,3,var,115000,"Yasamal r.,Yeni Yasamal q.",40.38801546191969,Bakı,49.78726122937216,14 Mart 2023 ,,
Yeni tikili,2 / 4,68.5 m²,2,var,70000,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,14 Mart 2023 ,,
Yeni tikili,18 / 20,170 m²,4,var,275000,"Dövlət Statistika Komitəsi ,Nizami m.,Yasamal r.",40.38191798413662,Bakı,49.82581892929693,28 Fevral 2023 ,,
Köhnə tikili,5 / 5,75 m²,3,var,115000,"Xalqlar Dostluğu m.,Neftçilər m.,Nizami r.,8-ci kilometr q.",40.40110868944821,Bakı,49.95258024231274,14 Mart 2023 ,,
Köhnə tikili,2 / 5,50 m²,2,var,125000,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.37742938831814,Bakı,49.80915784835819,14 Mart 2023 ,var,var
Köhnə tikili,9 / 9,80 m²,3,var,93500,"Xətai r.,Əhmədli q.",40.38873191798482,Bakı,49.95395421981815,14 Mart 2023 ,,
Yeni tikili,6 / 12,75 m²,2,var,150000,"Memar Əcəmi m.,Binəqədi r.",40.40366828798837,Bakı,49.87215757369995,14 Mart 2023 ,var,var
Yeni tikili,13 / 16,100 m²,3,yoxdur,170000,"Memar Əcəmi m.,Nəsimi r.,2-ci mikrorayon q.",40.4124873801091,Bakı,49.82416221062008,14 Mart 2023 ,,
Yeni tikili,5 / 5,50 m²,3,var,90000,Astara r.,38.468711,Astara,48.8762355,14 Mart 2023 ,,
Yeni tikili,2 / 18,147 m²,4,var,285000,"Bakı Asiya Universiteti ,8 Noyabr m.,20 Yanvar m.,Nəsimi r.",40.39868670404644,Bakı,49.81762153090816,14 Mart 2023 ,var,var
Yeni tikili,14 / 16,80 m²,3,var,102000,Xırdalan,40.45563375948258,Xırdalan,49.73733901977539,16 Mart 2023 ,,
Yeni tikili,4 / 17,50 m²,2,var,105000,"Yasamal r.,Yeni Yasamal q.",40.38691775683309,Bakı,49.8079776763916,07 Mart 2023 ,,
Yeni tikili,7 / 8,57 m²,2,yoxdur,63000,Xırdalan,40.4609236054629,Xırdalan,49.72437858581543,15 Mart 2023 ,,
Yeni tikili,5 / 17,65 m²,3,var,150000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.39203732471822,Bakı,49.84165549278259,15 Mart 2023 ,,
Yeni tikili,13 / 18,218 m²,4,var,400000,"Ayna Sultanova heykəli ,Nərimanov r.",40.41932422288878,Bakı,49.92522239685059,15 Mart 2023 ,,
Köhnə tikili,3 / 5,40 m²,2,var,83000,"20 Yanvar m.,Memar Əcəmi m.,Nəsimi r.,1-ci mikrorayon q.",40.40740175058972,Bakı,49.80597886814516,15 Mart 2023 ,,
Köhnə tikili,9 / 9,39 m²,1,var,72000,"İnşaatçılar m.,Yasamal r.",40.39378626654793,Bakı,49.7942924471582,15 Mart 2023 ,,
Köhnə tikili,2 / 5,46 m²,2,var,108000,"Neftçilər m.,Nizami r.",40.37104456957248,Bakı,49.95549254560103,15 Mart 2023 ,,
Köhnə tikili,1 / 9,48 m²,2,var,78000,"Həzi Aslanov m.,Xətai r.",40.39298300258589,Bakı,49.95403544813546,15 Mart 2023 ,,
Yeni tikili,7 / 12,73.2 m²,2,yoxdur,141000,"Təhsil Nazirliyi ,Nərimanov r.",40.38264366149726,Bakı,49.87209320068359,15 Mart 2023 ,,
Yeni tikili,6 / 17,181 m²,4,yoxdur,280000,"Nəriman Nərimanov m.,Nərimanov r.",40.39414959485713,Bakı,49.7993946075439,22 Mart 2023 ,,
Yeni tikili,14 / 18,105 m²,3,var,250000,"Cavanşir körpüsü ,Şah İsmayıl Xətai m.,Nəsimi r.",40.42003133853511,Bakı,49.83897799691121,15 Mart 2023 ,,
Köhnə tikili,4 / 5,55 m²,2,var,95000,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.40366828798837,Bakı,49.87215757369995,15 Mart 2023 ,,
Köhnə tikili,5 / 9,62 m²,3,var,87000,"Əhmədli m.,Xətai r.,Əhmədli q.",40.3816452,Bakı,49.95845050000003,15 Mart 2023 ,,
Yeni tikili,13 / 19,80 m²,2,var,145000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39158129681763,Bakı,49.79422752380371,15 Mart 2023 ,,
Yeni tikili,3 / 17,60 m²,2,var,118000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39071974688594,Bakı,49.79721183363464,15 Mart 2023 ,var,var
Köhnə tikili,8 / 10,44 m²,2,var,119000,"Nəriman Nərimanov m.,Gənclik m.,Nərimanov r.",40.39980377915154,Bakı,49.86642837524414,21 Mart 2023 ,var,var
Yeni tikili,16 / 21,115 m²,3,var,198500,"Azadlıq Prospekti m.,Binəqədi r.",40.36942330420567,Bakı,49.82101321220402,07 Mart 2023 ,var,var
Yeni tikili,4 / 17,75 m²,2,yoxdur,155000,"TQDK ,Neftçi bazası ,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,14 Mart 2023 ,,
Yeni tikili,10 / 19,150 m²,3,var,350000,"İnşaatçılar m.,Yasamal r.",40.37660389427779,Bakı,49.8131650686264,16 Mart 2023 ,,
Yeni tikili,3 / 9,62 m²,1,var,138000,"20 Yanvar m.,Memar Əcəmi m.,Nəsimi r.,1-ci mikrorayon q.",40.4061232,Bakı,49.81045159999996,16 Mart 2023 ,,
Köhnə tikili,4 / 4,135 m²,4,var,320000,"Sahil m.,Xalça Muzeyi ,Sahil bağı ,Malokan bağı ,Pedaqoji Universiteti ,Nizami kinoteatrı ,Səbail r.",40.39989258617802,Bakı,49.83979431395813,04 Mart 2023 ,,
Köhnə tikili,2 / 5,47 m²,2,var,75000,"Suraxanı r.,Hövsan q.",40.38005367279035,Bakı,50.09232125624999,16 Mart 2023 ,,
Köhnə tikili,3 / 3,45 m²,2,var,105000,"Prezident parkı ,Dövlət İdarəçilik Akademiyası ,Şəlalə parkı ,Qubernator parkı ,Axundov bağı ,İçəri Şəhər m.,Nərimanov heykəli ,İqsadiyyat Universiteti ,Səbail r.",40.37738239264175,Bakı,49.82495069503784,16 Mart 2023 ,,
Köhnə tikili,5 / 5,82 m²,4,var,182000,"Yasamal bazarı ,ASAN Xidmət №3 ,İnşaatçılar m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,16 Mart 2023 ,,
Yeni tikili,19 / 19,76 m²,2,var,171000,"Nəriman Nərimanov m.,Nərimanov r.",40.36942330420567,Bakı,49.82101321220402,17 Mart 2023 ,var,var
Yeni tikili,11 / 12,56 m²,2,var,92000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.38274990424748,Bakı,49.8084390163422,16 Mart 2023 ,,
Köhnə tikili,4 / 5,70 m²,3,var,100000,"Həzi Aslanov m.,Xətai r.",40.39270174045908,Bakı,49.83329557619629,25 Fevral 2023 ,,
Yeni tikili,3 / 4,71 m²,2,yoxdur,74000,Xətai r.,40.38816806232006,Bakı,49.83243942260742,15 Fevral 2023 ,,
Yeni tikili,16 / 24,227 m²,5,var,285000,"Şah İsmayıl Xətai m.,Xətai r.",40.42003133853511,Bakı,49.83897799691121,11 Mart 2023 ,yoxdur,var
Yeni tikili,16 / 24,227 m²,5,var,285000,"Şah İsmayıl Xətai m.,Xətai r.",40.38197248218992,Bakı,49.87025242507949,16 Mart 2023 ,,
Köhnə tikili,6 / 9,110 m²,4,var,180000,"Sabunçu r.,Bakıxanov q.",40.41801049297933,Bakı,49.96557492065428,16 Mart 2023 ,,
Yeni tikili,14 / 26,105 m²,3,var,265000,"8 Noyabr m.,Yasamal r.",40.36942330420567,Bakı,49.82101321220402,15 Fevral 2023 ,var,var
Yeni tikili,2 / 20,43 m²,2,var,115000,"20 Yanvar m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,16 Mart 2023 ,var,var
Yeni tikili,8 / 17,155 m²,3,var,195000,"Yasamal r.,Yeni Yasamal q.",40.39414959485713,Bakı,49.7993946075439,22 Mart 2023 ,,
Köhnə tikili,1 / 9,45 m²,2,var,96000,"Xalqlar Dostluğu m.,Əhmədli m.,Xətai r.",40.38930339224178,Bakı,49.85948536585312,16 Mart 2023 ,,
Yeni tikili,7 / 16,200 m²,4,var,775000,"Port Baku ,Cavanşir körpüsü ,28 May m.,Nəsimi r.",40.37649764183499,Bakı,49.84163403511051,16 Mart 2023 ,,
Yeni tikili,13 / 18,90 m²,3,var,134500,"Əhmədli m.,Xətai r.,Əhmədli q.",40.40011603328774,Bakı,49.83917601637808,16 Mart 2023 ,var,var
Yeni tikili,8 / 16,177 m²,4,var,285000,"Nəriman Nərimanov m.,Nərimanov r.",40.38264366149726,Bakı,49.87209320068359,16 Mart 2023 ,,
Yeni tikili,8 / 17,124.5 m²,3,var,299999,Xəzər r.,40.4702287,Bakı,50.10033750000002,16 Mart 2023 ,,
Yeni tikili,9 / 18,136 m²,3,var,225000,"Binəqədi r.,7-ci mikrorayon q.",40.42501388353632,Bakı,49.91049531402914,16 Mart 2023 ,var,var
Yeni tikili,7 / 20,126 m²,3,var,335000,"Şah İsmayıl Xətai m.,Xətai r.",40.38602700216489,Bakı,49.86655712127686,27 Fevral 2023 ,,
Yeni tikili,5 / 18,75 m²,2,var,203000,"Təhsil Nazirliyi ,Gənclik m.,Nərimanov r.",40.40011603328774,Bakı,49.83917601637808,03 Mart 2023 ,var,var
Yeni tikili,4 / 18,175 m²,3,var,389900,"Azərbaycan Dillər Universiteti ,Bakı Slavyan Universiteti ,Sirk ,28 May m.,Nəsimi r.",40.36942330420567,Bakı,49.82101321220402,10 Mart 2023 ,var,var
Yeni tikili,10 / 16,100 m²,2,yoxdur,207000,"Yasamal r.,Yeni Yasamal q.",40.3990005567537,Bakı,49.79045097351074,17 Mart 2023 ,,
